movieId,r_bar_i,percentile,group
1089,4.09,97.36,G10
1090,3.92,92.03,G10
1091,2.79,23.84,G5
1092,3.34,57.7,G8
1093,3.36,58.57,G8
1094,3.66,80.1,G10
1095,3.87,90.38,G10
1096,3.93,92.17,G10
1097,3.76,86.13,G10
1098,3.07,40.52,G7
1099,3.84,89.62,G10
1100,2.85,26.4,G5
1101,3.42,62.24,G9
1102,2.61,17.76,G4
1103,3.81,88.36,G10
1104,4.01,96.6,G10
1105,2.36,10.31,G4
1106,2.55,16.66,G4
1107,2.45,11.7,G4
1109,3.0,34.83,G6
1110,2.53,16.34,G4
1111,3.97,92.91,G10
1112,3.41,61.61,G9
1113,3.19,47.27,G7
1114,3.23,49.01,G7
1115,3.0,34.83,G6
1116,3.38,60.08,G9
1117,3.65,79.59,G10
1118,3.11,42.39,G7
1119,3.16,45.07,G7
1120,3.57,75.12,G10
1121,2.86,26.69,G5
1122,2.97,30.89,G6
1123,3.61,77.05,G10
1124,3.69,81.95,G10
1125,3.64,79.03,G10
1126,2.64,18.62,G4
1127,3.66,80.04,G10
1128,3.0,38.05,G6
1129,3.38,59.95,G8
1130,3.21,48.25,G7
1131,4.14,97.7,G10
1132,4.08,97.29,G10
1133,3.61,77.18,G10
1134,3.16,45.04,G7
1135,3.1,41.59,G7
1136,4.18,97.97,G10
1137,3.24,49.45,G7
1138,3.43,62.97,G9
1139,3.16,45.15,G7
1140,3.52,72.24,G10
1141,2.4,10.98,G4
1142,3.06,39.95,G6
1143,3.37,59.24,G8
1144,3.71,82.93,G10
1145,3.47,65.17,G9
1146,3.08,40.73,G7
1147,4.16,97.81,G10
1148,4.19,98.01,G10
1149,3.19,46.9,G7
1150,3.9,91.34,G10
1151,3.68,81.44,G10
1152,3.49,65.77,G9
1153,3.27,52.49,G8
1154,3.4,61.13,G9
1155,2.2,7.93,G3
1156,3.31,55.09,G8
1157,3.28,53.31,G8
1158,2.81,24.59,G5
1159,2.76,23.14,G5
1160,3.15,44.75,G7
1161,3.81,88.11,G10
1162,3.8,87.66,G10
1163,3.38,59.97,G8
1164,3.47,65.08,G9
1165,3.07,40.27,G7
1166,3.4,60.95,G9
1167,2.94,29.74,G5
1168,2.52,16.21,G4
1169,3.86,90.36,G10
1170,2.06,6.67,G3
1171,3.72,83.41,G10
1172,4.16,97.79,G10
1173,3.43,62.95,G9
1174,3.19,46.92,G7
1175,3.99,93.21,G10
1176,3.89,91.15,G10
1177,3.86,90.25,G10
1178,4.24,98.13,G10
1179,3.73,83.82,G10
1180,3.77,86.73,G10
1181,3.04,39.23,G6
1183,3.64,78.98,G10
1184,3.76,86.12,G10
1185,3.9,91.36,G10
1186,3.55,73.68,G10
1187,3.67,81.23,G10
1188,3.83,89.37,G10
1189,4.13,97.64,G10
1190,3.5,71.75,G10
1191,2.91,28.56,G5
1192,3.92,92.05,G10
1193,4.25,98.15,G10
1194,3.42,62.28,G9
1196,4.19,98.04,G10
1197,4.18,97.98,G10
1198,4.22,98.1,G10
1199,4.03,96.79,G10
1200,4.01,96.56,G10
1201,4.12,97.55,G10
1202,3.84,89.52,G10
1203,4.23,98.12,G10
1204,4.16,97.82,G10
1206,4.0,96.48,G10
1207,4.19,98.04,G10
1208,4.11,97.49,G10
1209,4.13,97.66,G10
1210,4.01,96.56,G10
1211,4.03,96.75,G10
1212,4.25,98.15,G10
1213,4.18,98.0,G10
1214,4.04,96.92,G10
1215,3.73,84.03,G10
1216,3.84,89.57,G10
1217,4.18,97.97,G10
1218,4.07,97.17,G10
1219,4.08,97.24,G10
1220,3.81,88.15,G10
1221,4.28,98.47,G10
1222,4.03,96.82,G10
1223,4.07,97.19,G10
1224,4.12,97.54,G10
1225,4.08,97.23,G10
1226,3.93,92.16,G10
1227,3.95,92.62,G10
1228,4.08,97.3,G10
1230,4.08,97.28,G10
1231,3.95,92.57,G10
1232,4.03,96.76,G10
1233,4.14,97.71,G10
1234,4.17,97.96,G10
1235,4.0,96.5,G10
1236,4.05,96.95,G10
1237,4.1,97.45,G10
1238,3.97,92.9,G10
1240,3.9,91.38,G10
1241,3.73,83.96,G10
1242,3.98,93.06,G10
1243,3.93,92.31,G10
1244,4.07,97.2,G10
1245,3.98,93.1,G10
1246,3.9,91.28,G10
1247,4.07,97.22,G10
1248,4.19,98.0,G10
1249,3.89,91.01,G10
1250,4.11,97.49,G10
1251,4.05,97.02,G10
1252,4.2,98.08,G10
1253,3.94,92.37,G10
1254,4.16,97.81,G10
1255,3.47,64.99,G9
1256,4.13,97.66,G10
1257,3.84,89.6,G10
1258,4.01,96.65,G10
1259,4.0,93.35,G10
1260,4.2,98.05,G10
1261,3.78,86.83,G10
1262,4.14,97.69,G10
1263,3.99,93.23,G10
1264,4.02,96.69,G10
1265,3.87,90.49,G10
1266,3.99,93.25,G10
1267,4.13,97.65,G10
1268,3.5,71.84,G10
1269,4.06,97.03,G10
1270,3.93,92.14,G10
1271,3.74,84.52,G10
1272,4.05,96.95,G10
1273,4.03,96.8,G10
1274,3.87,90.41,G10
1275,3.62,77.69,G10
1276,4.11,97.5,G10
1277,3.8,88.03,G10
1278,4.0,93.34,G10
1279,3.83,88.93,G10
1280,4.15,97.74,G10
1281,4.07,97.16,G10
1282,3.74,84.45,G10
1283,4.08,97.24,G10
1284,4.21,98.09,G10
1285,3.76,86.27,G10
1286,3.57,74.81,G10
1287,3.84,89.42,G10
1288,4.03,96.83,G10
1289,3.95,92.53,G10
1290,3.54,73.4,G10
1291,4.01,96.57,G10
1292,3.99,93.21,G10
1293,4.0,93.3,G10
1295,3.68,81.49,G10
1296,3.94,92.4,G10
1297,3.66,79.98,G10
1298,3.69,81.96,G10
1299,4.09,97.35,G10
1300,4.03,96.78,G10
1301,3.87,90.54,G10
1302,3.66,79.89,G10
1303,4.04,96.88,G10
1304,4.06,97.04,G10
1305,3.86,90.06,G10
1306,3.59,75.92,G10
1307,3.85,89.66,G10
1308,3.0,34.83,G6
1309,3.24,49.74,G7
1310,3.55,73.74,G10
1311,2.69,20.11,G5
1312,3.52,72.43,G10
1313,2.84,26.0,G5
1314,3.24,49.61,G7
1315,3.37,59.09,G8
1316,3.4,60.67,G9
1317,3.2,47.9,G7
1318,3.38,59.87,G8
1319,3.0,34.83,G6
1320,3.1,41.7,G7
1321,3.57,74.64,G10
1322,1.75,3.09,G2
1323,1.65,2.89,G2
1324,1.8,3.48,G2
1325,1.75,3.24,G2
1326,1.99,4.29,G2
1327,2.92,29.16,G5
1328,1.86,3.72,G2
1329,2.77,23.19,G5
1330,2.82,24.84,G5
1331,2.92,28.8,G5
1332,3.02,38.46,G6
1333,3.75,86.03,G10
1334,3.12,42.88,G7
1335,1.95,4.17,G2
1336,2.31,9.43,G3
1337,3.48,65.46,G9
1339,3.44,63.17,G9
1340,3.75,84.66,G10
1341,2.87,27.02,G5
1342,2.96,30.35,G6
1343,3.54,73.41,G10
1344,3.79,87.53,G10
1345,3.45,64.23,G9
1346,3.01,38.28,G6
1347,3.28,53.26,G8
1348,3.9,91.59,G10
1349,3.21,48.16,G7
1350,3.56,74.36,G10
1351,3.04,39.06,G6
1352,3.02,38.42,G6
1353,3.18,46.63,G7
1354,3.85,89.64,G10
1355,3.11,42.66,G7
1356,3.67,81.05,G10
1357,3.88,90.77,G10
1358,4.02,96.67,G10
1359,2.59,17.4,G4
1360,3.22,48.55,G7
1361,4.09,97.32,G10
1363,3.1,41.88,G7
1364,3.49,65.84,G9
1365,3.85,89.65,G10
1366,3.41,61.37,G9
1367,3.09,41.21,G7
1368,3.34,57.56,G8
1369,3.37,59.26,G8
1370,3.42,62.3,G9
1371,3.09,41.42,G7
1372,3.31,55.38,G8
1373,2.85,26.33,G5
1374,3.7,82.68,G10
1375,3.25,52.01,G8
1376,3.5,71.79,G10
1377,3.1,41.64,G7
1378,3.29,53.85,G8
1379,2.98,31.05,G6
1380,3.33,56.1,G8
1381,2.01,6.44,G3
1382,2.75,22.95,G5
1383,2.35,10.19,G4
1384,3.64,78.9,G10
1385,3.14,44.05,G7
1386,2.6,17.71,G4
1387,3.81,88.18,G10
1388,2.6,17.49,G4
1389,1.88,3.86,G2
1390,3.26,52.16,G8
1391,2.97,30.99,G6
1392,3.64,78.84,G10
1393,3.62,77.94,G10
1394,3.89,91.03,G10
1395,3.37,59.12,G8
1396,3.65,79.37,G10
1397,3.56,74.14,G10
1398,3.16,45.02,G7
1399,3.42,62.22,G9
1400,3.28,53.31,G8
1401,3.54,73.43,G10
1404,3.23,49.33,G7
1405,2.99,31.36,G6
1406,3.61,77.01,G10
1407,3.29,53.82,G8
1408,3.72,83.67,G10
1409,3.07,40.24,G7
1410,3.03,38.91,G6
1411,3.8,87.69,G10
1412,3.74,84.35,G10
1413,3.55,73.63,G10
1414,3.44,63.15,G9
1415,3.56,74.37,G10
1416,3.18,46.48,G7
1417,3.09,41.53,G7
1419,3.88,90.92,G10
1420,3.64,78.84,G10
1421,3.03,38.8,G6
1422,3.06,39.81,G6
1423,3.82,88.58,G10
1424,2.94,29.77,G5
1425,3.21,48.49,G7
1426,2.63,18.48,G4
1427,2.59,17.35,G4
1428,3.44,63.1,G9
1429,3.31,54.91,G8
1430,3.2,47.87,G7
1431,2.59,17.42,G4
1432,2.87,27.05,G5
1433,2.21,8.01,G3
1434,3.07,40.17,G7
1436,2.97,30.89,G6
1437,3.67,81.18,G10
1438,2.82,25.06,G5
1439,2.33,9.67,G3
1440,2.79,24.01,G5
1441,3.54,73.29,G10
1442,3.35,57.88,G8
1443,3.2,47.36,G7
1444,3.43,63.01,G9
1445,2.33,10.02,G4
1446,4.01,96.59,G10
1447,3.28,53.21,G8
1448,3.29,53.83,G8
1449,3.94,92.51,G10
1450,3.73,84.0,G10
1453,2.44,11.68,G4
1454,3.2,47.86,G7
1455,3.08,40.62,G7
1456,2.27,9.03,G3
1457,3.11,42.56,G7
1458,3.04,39.02,G6
1459,3.34,57.45,G8
1460,2.61,17.93,G4
1461,2.78,23.44,G5
1462,2.47,12.15,G4
1463,3.09,41.47,G7
1464,3.68,81.36,G10
1465,3.52,72.43,G10
1466,3.81,88.11,G10
1467,2.86,26.58,G5
1468,2.61,17.78,G4
1470,3.23,49.01,G7
1471,3.38,59.93,G8
1472,3.04,39.2,G6
1473,2.94,29.58,G5
1474,2.54,16.37,G4
1475,3.09,41.27,G7
1476,3.38,59.83,G8
1477,3.3,54.13,G8
1479,3.17,45.35,G7
1480,3.26,52.4,G8
1482,3.39,60.58,G9
1483,3.06,40.08,G7
1484,3.7,82.7,G10
1485,3.23,48.97,G7
1486,3.37,59.0,G8
1487,3.1,42.13,G7
1488,3.04,38.93,G6
1489,2.97,30.68,G6
1490,2.03,6.54,G3
1493,3.42,62.2,G9
1495,1.51,2.73,G2
1496,3.23,49.21,G7
1497,2.31,9.43,G3
1498,3.2,47.83,G7
1499,2.11,7.07,G3
1500,3.75,84.69,G10
1501,2.5,15.97,G4
1502,3.34,57.39,G8
1503,2.63,18.38,G4
1504,3.45,63.89,G9
1507,3.42,62.05,G9
1508,3.29,53.72,G8
1509,3.45,63.92,G9
1510,2.7,20.2,G5
1511,3.42,62.5,G9
1513,2.96,30.57,G6
1514,2.99,31.39,G6
1515,2.66,19.05,G4
1516,3.48,65.22,G9
1517,3.45,64.28,G9
1518,3.31,55.06,G8
1519,3.26,52.14,G8
1520,2.75,22.98,G5
1522,2.6,17.5,G4
1523,2.86,26.71,G5
1524,2.45,11.79,G4
1525,2.44,11.56,G4
1526,2.52,16.09,G4
1527,3.72,83.4,G10
1528,2.86,26.58,G5
1529,3.35,58.27,G8
1531,3.33,56.81,G8
1532,2.42,11.29,G4
1533,3.74,84.59,G10
1534,3.51,71.86,G10
1535,3.52,72.49,G10
1537,3.96,92.79,G10
1538,2.44,11.64,G4
1539,3.1,42.17,G7
1541,3.11,42.34,G7
1542,3.57,75.07,G10
1543,3.05,39.33,G6
1544,2.96,30.45,G6
1545,3.87,90.44,G10
1546,3.64,78.95,G10
1547,3.24,49.47,G7
1548,3.08,40.73,G7
1549,3.01,38.18,G6
1550,2.76,23.17,G5
1551,2.58,17.19,G4
1552,3.19,47.06,G7
1553,3.27,52.47,G8
1554,3.52,72.3,G10
1555,3.52,72.48,G10
1556,1.96,4.2,G2
1557,3.03,38.7,G6
1558,2.67,19.74,G4
1559,2.83,25.61,G5
1561,2.92,29.18,G5
1562,2.22,8.11,G3
1563,3.35,58.2,G8
1564,3.61,77.29,G10
1565,2.87,26.89,G5
1566,3.32,55.94,G8
1567,2.95,30.09,G6
1568,2.83,25.61,G5
1569,3.29,53.49,G8
1570,3.14,44.04,G7
1571,3.64,79.29,G10
1572,3.83,88.82,G10
1573,3.34,57.38,G8
1574,3.03,38.62,G6
1575,3.49,65.72,G9
1577,3.57,74.98,G10
1578,2.66,19.04,G4
1579,3.08,40.6,G7
1580,3.56,74.38,G10
1581,2.79,23.89,G5
1582,3.05,39.55,G6
1583,2.72,21.0,G5
1584,3.66,79.88,G10
1585,3.34,57.63,G8
1586,2.94,29.59,G5
1587,3.23,48.96,G7
1588,2.73,21.03,G5
1589,3.29,53.84,G8
1590,2.9,28.15,G5
1591,2.63,18.51,G4
1592,2.37,10.45,G4
1593,2.89,28.03,G5
1594,3.68,81.44,G10
1595,1.77,3.43,G2
1596,3.41,61.63,G9
1597,3.32,55.95,G8
1598,2.89,27.77,G5
1599,1.71,3.06,G2
1600,2.83,25.96,G5
1601,2.87,27.02,G5
1602,2.02,6.52,G3
1603,2.78,23.58,G5
1604,2.91,28.75,G5
1605,2.62,18.02,G4
1606,2.35,10.14,G4
1608,3.31,55.18,G8
1609,3.0,31.58,G6
1610,3.86,90.35,G10
1611,3.41,61.74,G9
1612,3.21,48.03,G7
1613,3.13,43.68,G7
1614,3.16,45.28,G7
1615,3.48,65.45,G9
1616,3.03,38.64,G6
1617,4.08,97.29,G10
1619,3.41,61.79,G9
1620,3.36,58.62,G8
1621,3.23,49.32,G7
1622,2.49,12.3,G4
1623,2.47,12.13,G4
1624,3.0,38.07,G6
1625,3.84,89.47,G10
1626,2.44,11.6,G4
1627,3.14,44.4,G7
1628,2.62,17.97,G4
1629,3.24,49.5,G7
1630,2.44,11.67,G4
1631,3.44,63.67,G9
1632,2.42,11.31,G4
1633,3.67,81.13,G10
1635,3.81,88.1,G10
1636,2.51,16.0,G4
1639,3.64,79.1,G10
1640,2.68,19.91,G4
1641,3.71,83.17,G10
1642,3.07,40.3,G7
1643,3.87,90.38,G10
1644,2.51,16.0,G4
1645,3.48,65.48,G9
1646,2.73,21.22,G5
1647,2.76,23.04,G5
1648,3.55,73.58,G10
1649,3.88,90.81,G10
1650,3.43,62.94,G9
1651,3.06,39.75,G6
1652,2.98,31.15,G6
1653,3.77,86.54,G10
1654,3.27,52.85,G8
1655,2.55,16.56,G4
1656,3.11,42.27,G7
1657,3.35,58.02,G8
1658,3.18,46.81,G7
1659,2.97,30.96,G6
1660,3.55,73.73,G10
1661,3.1,42.1,G7
1662,2.85,26.33,G5
1663,3.68,81.59,G10
1664,3.29,53.77,G8
1665,2.77,23.37,G5
1666,2.61,17.91,G4
1667,2.83,25.21,G5
1668,2.84,26.04,G5
1669,3.44,63.17,G9
1670,3.52,72.26,G10
1671,3.12,42.99,G7
1672,3.59,75.89,G10
1673,3.69,81.9,G10
1674,3.85,89.85,G10
1675,3.19,47.32,G7
1676,3.22,48.84,G7
1677,2.65,18.94,G4
1678,3.71,83.16,G10
1679,1.89,3.93,G2
1680,3.56,74.15,G10
1681,2.07,6.8,G3
1682,3.8,88.07,G10
1683,3.69,82.05,G10
1684,3.53,72.81,G10
1685,2.96,30.62,G6
1686,3.13,43.86,G7
1687,3.15,44.92,G7
1688,3.4,61.26,G9
1689,3.2,47.33,G7
1690,3.02,38.45,G6
1692,2.57,17.13,G4
1693,3.59,75.91,G10
1694,3.7,82.71,G10
1695,3.53,72.66,G10
1696,3.52,72.46,G10
1697,2.41,11.12,G4
1698,2.76,23.01,G5
1699,3.63,78.44,G10
1701,3.45,64.15,G9
1702,2.57,16.97,G4
1703,2.72,20.94,G5
1704,4.03,96.81,G10
1705,2.36,10.28,G4
1706,1.88,3.88,G2
1707,1.89,3.9,G2
1708,1.97,4.23,G2
1709,2.61,17.73,G4
1710,2.14,7.29,G3
1711,3.25,49.96,G7
1713,2.87,27.08,G5
1714,2.43,11.48,G4
1715,2.53,16.24,G4
1716,2.7,20.23,G5
1717,2.77,23.23,G5
1718,2.95,30.0,G5
1719,4.01,96.53,G10
1720,2.2,7.97,G3
1721,3.35,57.99,G8
1722,3.24,49.56,G7
1723,2.78,23.53,G5
1724,2.95,30.26,G6
1725,3.51,72.04,G10
1726,2.91,28.71,G5
1727,3.16,45.27,G7
1728,3.44,63.46,G9
1729,3.69,81.77,G10
1730,3.68,81.34,G10
1731,1.89,3.89,G2
1732,3.95,92.55,G10
1733,3.27,52.68,G8
1734,3.95,92.63,G10
1735,3.25,51.92,G8
1738,2.39,10.86,G4
1739,1.65,2.89,G2
1740,2.46,12.0,G4
1742,2.27,9.03,G3
1743,3.42,61.88,G9
1744,2.48,12.23,G4
1746,2.74,21.28,G5
1747,3.52,72.31,G10
1748,3.8,87.74,G10
1749,3.18,46.45,G7
1750,2.23,8.18,G3
1752,2.75,22.95,G5
1753,3.28,53.45,G8
1754,3.49,65.93,G9
1755,3.5,71.74,G10
1756,2.72,20.85,G5
1757,3.85,89.86,G10
1759,3.77,86.66,G10
1760,1.85,3.7,G2
1762,2.75,22.97,G5
1764,2.88,27.28,G5
1765,2.41,11.12,G4
1767,3.19,47.26,G7
1768,3.36,58.87,G8
1769,3.1,42.14,G7
1770,2.87,26.98,G5
1771,2.7,20.2,G5
1772,2.57,16.93,G4
1773,3.21,48.25,G7
1774,2.42,11.34,G4
1776,2.18,7.76,G3
1777,3.41,61.85,G9
1779,2.82,25.06,G5
1780,3.21,48.19,G7
1781,2.44,11.58,G4
1782,2.93,29.47,G5
1783,2.89,27.74,G5
1784,3.79,87.56,G10
1785,3.45,63.84,G9
1787,3.3,54.08,G8
1788,3.78,87.1,G10
1789,2.43,11.43,G4
1791,2.98,31.2,G6
1792,3.21,48.16,G7
1793,2.69,20.13,G5
1794,3.51,72.18,G10
1795,3.06,40.07,G7
1796,2.61,17.8,G4
1797,3.91,91.66,G10
1798,2.5,15.97,G4
1799,3.56,74.17,G10
1801,3.08,40.81,G7
1804,2.93,29.49,G5
1805,3.23,49.16,G7
1806,2.84,26.11,G5
1807,3.16,45.17,G7
1809,3.97,92.88,G10
1810,3.49,65.7,G9
1811,3.26,52.07,G8
1812,3.17,46.19,G7
1814,3.4,61.21,G9
1815,2.78,23.53,G5
1816,2.85,26.41,G5
1817,2.8,24.48,G5
1819,3.47,65.17,G9
1820,3.01,38.19,G6
1821,3.16,45.21,G7
1822,1.91,4.03,G2
1824,3.06,39.71,G6
1825,2.68,19.82,G4
1826,1.33,1.6,G2
1827,3.79,87.23,G10
1829,3.09,41.31,G7
1830,2.86,26.79,G5
1831,2.59,17.48,G4
1832,2.62,18.23,G4
1833,3.02,38.56,G6
1834,3.88,90.95,G10
1835,3.26,52.39,G8
1836,3.3,54.15,G8
1837,2.62,18.02,G4
1839,2.27,9.06,G3
1840,3.36,58.63,G8
1841,2.96,30.44,G6
1842,2.85,26.32,G5
1843,2.45,11.75,G4
1844,3.84,89.54,G10
1845,3.72,83.33,G10
1846,3.53,72.78,G10
1848,3.04,38.99,G6
1849,2.32,9.53,G3
1850,2.99,31.29,G6
1851,2.79,23.77,G5
1852,2.96,30.5,G6
1853,2.0,4.31,G2
1854,2.96,30.5,G6
1855,2.3,9.29,G3
1856,3.09,41.24,G7
1857,2.97,30.94,G6
1858,3.15,44.58,G7
1859,3.64,79.11,G10
1860,3.85,89.87,G10
1861,3.24,49.48,G7
1862,2.13,7.24,G3
1863,2.25,8.96,G3
1864,2.47,12.05,G4
1865,3.45,64.15,G9
1866,3.03,38.84,G6
1867,2.11,7.04,G3
1869,2.33,9.67,G3
1870,3.31,55.41,G8
1871,3.36,58.86,G8
1872,3.17,46.26,G7
1873,3.74,84.3,G10
1874,3.18,46.78,G7
1875,3.36,58.75,G8
1876,2.96,30.47,G6
1877,2.64,18.58,G4
1878,2.03,6.56,G3
1879,3.51,72.02,G10
1880,3.56,74.4,G10
1881,2.79,23.7,G5
1882,2.38,10.69,G4
1883,3.35,58.23,G8
1884,3.73,84.22,G10
1885,3.62,77.9,G10
1886,2.06,6.7,G3
1887,2.63,18.45,G4
1888,2.93,29.56,G5
1889,3.58,75.46,G10
1890,2.85,26.26,G5
1891,2.44,11.61,G4
1892,3.36,58.32,G8
1893,3.68,81.26,G10
1894,2.83,25.25,G5
1895,3.2,47.43,G7
1896,3.11,42.61,G7
1897,3.56,74.62,G10
1898,3.19,47.32,G7
1899,3.02,38.44,G6
1900,4.02,96.72,G10
1901,3.31,55.29,G8
1902,3.3,54.71,G8
1903,2.8,24.14,G5
1904,3.54,73.45,G10
1905,2.66,19.11,G4
1906,3.1,42.2,G7
1907,3.66,79.98,G10
1908,2.62,18.03,G4
1909,3.33,57.27,G8
1910,3.44,63.11,G9
1911,2.72,20.95,G5
1912,3.69,82.2,G10
1913,3.75,86.02,G10
1914,3.82,88.6,G10
1915,2.67,19.74,G4
1916,3.63,78.59,G10
1917,2.97,31.03,G6
1918,3.11,42.41,G7
1919,3.13,43.76,G7
1920,2.82,24.79,G5
1921,3.75,84.73,G10
1922,3.27,52.72,G8
1923,3.55,73.93,G10
1924,2.66,19.03,G4
1925,3.72,83.76,G10
1926,3.17,46.23,G7
1927,3.96,92.77,G10
1928,3.09,41.3,G7
1929,3.75,85.94,G10
1930,2.83,25.61,G5
1931,3.92,91.96,G10
1932,3.35,58.19,G8
1933,3.5,66.15,G9
1934,3.92,92.04,G10
1935,3.85,89.89,G10
1936,3.76,86.25,G10
1937,3.58,75.17,G10
1938,3.86,90.25,G10
1939,4.12,97.52,G10
1940,3.76,86.08,G10
1941,3.77,86.52,G10
1942,3.92,92.11,G10
1943,3.22,48.63,G7
1944,3.95,92.63,G10
1945,4.17,97.82,G10
1946,3.92,91.87,G10
1947,3.78,87.08,G10
1948,3.79,87.31,G10
1949,4.13,97.67,G10
1950,4.07,97.21,G10
1951,3.65,79.48,G10
1952,4.0,96.49,G10
1953,3.96,92.85,G10
1954,3.73,84.05,G10
1955,3.74,84.29,G10
1956,3.9,91.27,G10
1957,3.73,84.15,G10
1958,3.64,79.02,G10
1959,3.63,78.6,G10
1960,3.85,89.99,G10
1961,3.9,91.43,G10
1962,3.72,83.56,G10
1963,3.94,92.47,G10
1964,3.79,87.54,G10
1965,3.6,76.44,G10
1966,3.8,87.66,G10
1967,3.63,78.75,G10
1968,3.83,88.86,G10
1969,2.43,11.52,G4
1970,2.67,19.73,G4
1971,2.4,10.9,G4
1972,2.22,8.11,G3
1973,2.29,9.23,G3
1974,2.89,27.95,G5
1975,2.45,11.76,G4
1976,2.16,7.42,G3
1977,2.22,8.13,G3
1978,2.04,6.58,G3
1979,2.13,7.27,G3
1980,2.03,6.54,G3
1981,1.82,3.56,G2
1982,3.56,74.17,G10
1983,2.78,23.61,G5
1984,1.97,4.24,G2
1985,2.36,10.37,G4
1986,2.17,7.74,G3
1987,2.47,12.08,G4
1988,2.1,6.98,G3
1989,1.62,2.83,G2
1990,1.55,2.76,G2
1991,2.8,24.06,G5
1992,2.27,9.01,G3
1993,2.02,6.5,G3
1994,3.52,72.5,G10
1995,2.48,12.19,G4
1996,2.03,6.55,G3
1997,3.75,85.93,G10
1998,1.95,4.18,G2
1999,2.64,18.76,G4
2000,3.69,82.1,G10
2001,3.31,55.52,G8
2002,3.19,47.1,G7
2003,3.25,49.95,G7
2004,2.72,20.92,G5
2005,3.61,77.39,G10
2006,3.31,55.37,G8
2007,2.74,21.43,G5
2008,2.6,17.7,G4
2009,3.5,71.73,G10
2010,3.99,93.29,G10
2011,3.45,63.9,G9
2012,3.25,52.01,G8
2013,3.31,55.49,G8
2014,3.08,40.71,G7
2015,3.38,59.97,G8
2016,2.6,17.72,G4
2017,2.97,30.77,G6
2018,3.54,73.01,G10
2019,4.28,98.47,G10
2020,3.89,91.12,G10
2021,3.32,55.57,G8
2022,3.64,79.26,G10
2023,3.42,62.16,G9
2024,3.29,53.73,G8
2025,3.44,63.16,G9
2026,2.64,18.63,G4
2027,2.49,12.3,G4
2028,4.07,97.15,G10
2029,3.46,64.78,G9
2030,2.79,23.91,G5
2031,2.62,18.23,G4
2032,2.87,26.96,G5
2033,3.2,47.45,G7
2034,2.83,25.24,G5
2035,3.1,42.14,G7
2036,2.36,10.31,G4
2037,3.32,55.74,G8
2038,2.89,27.73,G5
2039,2.69,20.07,G5
2040,2.88,27.68,G5
2041,2.68,19.93,G4
2042,2.64,18.77,G4
2043,3.27,52.57,G8
2044,2.47,12.14,G4
2045,3.38,60.14,G9
2046,3.42,61.94,G9
2047,2.92,29.13,G5
2048,3.45,63.7,G9
2049,3.27,52.68,G8
2050,2.51,16.03,G4
2051,2.58,17.19,G4
2052,2.96,30.59,G6
2053,2.14,7.31,G3
2054,2.72,20.9,G5
2055,2.74,21.3,G5
2056,3.37,59.07,G8
2057,3.37,59.04,G8
2058,3.59,75.82,G10
2059,3.17,46.19,G7
2060,3.06,39.68,G6
2061,3.1,41.88,G7
2062,3.11,42.59,G7
2063,2.82,24.93,G5
2064,3.91,91.68,G10
2065,3.68,81.45,G10
2066,4.12,97.55,G10
2067,3.94,92.44,G10
2068,3.97,92.9,G10
2069,3.81,88.14,G10
2070,3.96,92.73,G10
2071,3.8,87.73,G10
2072,3.07,40.47,G7
2073,3.48,65.38,G9
2074,3.49,65.92,G9
2075,3.77,86.4,G10
2076,3.83,89.38,G10
2077,3.5,71.74,G10
2078,3.66,79.88,G10
2079,3.25,49.94,G7
2080,3.6,76.8,G10
2081,3.52,72.39,G10
2082,2.87,27.01,G5
2083,3.61,77.07,G10
2084,3.19,47.15,G7
2085,3.44,63.32,G9
2086,3.06,39.79,G6
2087,3.57,74.67,G10
2088,2.57,17.11,G4
2089,3.28,53.42,G8
2090,3.45,64.19,G9
2091,2.89,27.89,G5
2092,2.48,12.21,G4
2093,2.95,30.03,G6
2094,3.06,39.71,G6
2095,2.81,24.65,G5
2096,3.61,76.97,G10
2097,3.4,61.13,G9
2098,2.83,25.95,G5
2099,3.62,77.8,G10
2100,3.23,49.14,G7
2101,3.1,42.21,G7
2102,3.45,63.8,G9
2103,2.98,31.09,G6
2104,3.27,52.5,G8
2105,3.33,56.22,G8
2106,3.35,57.77,G8
2107,2.53,16.31,G4
2108,3.61,77.49,G10
2109,3.64,79.06,G10
2110,3.28,53.27,G8
2111,3.23,48.99,G7
2112,3.4,61.14,G9
2113,2.16,7.44,G3
2114,3.61,77.46,G10
2115,3.68,81.41,G10
2116,3.23,48.97,G7
2117,3.64,78.93,G10
2118,3.65,79.48,G10
2119,2.35,10.17,G4
2120,2.92,29.14,G5
2121,2.76,23.08,G5
2122,2.61,17.9,G4
2123,3.0,31.57,G6
2124,3.19,46.87,G7
2125,3.65,79.4,G10
2126,2.8,24.14,G5
2127,2.61,17.92,G4
2128,3.31,55.19,G8
2129,3.46,64.78,G9
2130,3.83,88.94,G10
2131,3.92,92.07,G10
2132,4.05,97.01,G10
2133,3.23,49.18,G7
2134,3.29,53.78,G8
2135,3.05,39.56,G6
2136,2.87,26.87,G5
2137,3.58,75.44,G10
2138,3.71,83.02,G10
2139,3.73,84.15,G10
2140,3.6,76.31,G10
2141,3.35,57.98,G8
2142,3.0,31.61,G6
2143,3.28,53.46,G8
2144,3.64,79.07,G10
2145,3.36,58.68,G8
2146,3.16,44.93,G7
2147,2.6,17.7,G4
2148,2.94,29.73,G5
